"Time [ms]","CPU usage [%]","GC activity [%]","Size [B]","Used [B]","Total loaded","Shared loaded","Live","Daemon"
"05:33:42.755, 21 kwi 2023","5,0","0,0","524 288 000","401 050 264","10 110","0","34","24"
"05:33:52.756, 21 kwi 2023","5,0","0,0","524 288 000","424 308 176","10 110","0","34","24"
"05:34:02.758, 21 kwi 2023","5,0","0,0","524 288 000","460 116 008","10 110","0","34","24"
"05:34:12.758, 21 kwi 2023","5,0","0,0","524 288 000","403 644 656","10 110","0","34","24"
"05:34:22.759, 21 kwi 2023","5,0","0,0","524 288 000","435 170 776","10 110","0","34","24"
"05:34:32.760, 21 kwi 2023","5,0","0,0","524 288 000","387 441 864","10 110","0","34","24"
"05:34:42.761, 21 kwi 2023","5,0","0,0","524 288 000","412 697 936","10 110","0","34","24"
"05:34:52.761, 21 kwi 2023","5,1","0,0","524 288 000","442 221 424","10 110","0","32","22"
"05:35:02.762, 21 kwi 2023","5,1","0,0","524 288 000","404 830 384","10 110","0","33","23"
"05:35:12.762, 21 kwi 2023","5,0","0,0","524 288 000","444 832 560","10 110","0","33","23"
"05:35:22.763, 21 kwi 2023","5,0","0,0","524 288 000","407 637 232","10 110","0","34","24"
"05:35:32.763, 21 kwi 2023","5,0","0,0","524 288 000","435 120 464","10 110","0","34","24"
"05:35:42.763, 21 kwi 2023","5,1","0,0","524 288 000","401 800 360","10 110","0","34","24"
"05:35:52.765, 21 kwi 2023","5,0","0,0","524 288 000","431 335 712","10 110","0","32","22"
"05:36:02.767, 21 kwi 2023","5,1","0,0","524 288 000","397 965 920","10 110","0","32","22"
"05:36:12.767, 21 kwi 2023","5,0","0,0","524 288 000","429 523 000","10 110","0","32","22"
"05:36:22.768, 21 kwi 2023","5,0","0,0","524 288 000","394 689 952","10 110","0","33","23"
"05:36:32.770, 21 kwi 2023","5,2","0,0","524 288 000","453 396 240","10 110","0","33","23"
"05:36:42.770, 21 kwi 2023","4,9","0,0","524 288 000","409 823 616","10 110","0","33","23"
"05:36:52.771, 21 kwi 2023","5,0","0,0","524 288 000","451 776 760","10 110","0","33","23"
"05:37:02.772, 21 kwi 2023","5,0","0,0","524 288 000","420 486 080","10 110","0","32","22"
"05:37:12.773, 21 kwi 2023","5,1","0,0","524 288 000","389 068 384","10 110","0","32","22"
"05:37:22.774, 21 kwi 2023","5,0","0,0","524 288 000","433 337 344","10 110","0","32","22"
"05:37:32.775, 21 kwi 2023","5,1","0,0","524 288 000","408 254 296","10 110","0","32","22"
"05:37:42.776, 21 kwi 2023","5,0","0,0","524 288 000","387 368 144","10 110","0","32","22"
"05:37:52.776, 21 kwi 2023","5,0","0,0","524 288 000","429 284 080","10 110","0","32","22"
"05:38:02.777, 21 kwi 2023","5,0","0,0","524 288 000","389 653 520","10 110","0","32","22"
"05:38:12.777, 21 kwi 2023","5,0","0,0","524 288 000","433 887 096","10 110","0","34","24"
"05:38:22.777, 21 kwi 2023","5,0","0,0","524 288 000","398 582 088","10 110","0","34","24"
"05:38:32.779, 21 kwi 2023","5,0","0,0","524 288 000","447 313 888","10 110","0","34","24"
"05:38:42.781, 21 kwi 2023","5,0","0,0","524 288 000","416 328 400","10 110","0","33","23"
"05:38:52.782, 21 kwi 2023","5,1","0,0","524 288 000","408 040 048","10 110","0","33","23"
"05:39:02.782, 21 kwi 2023","5,0","0,0","524 288 000","458 684 112","10 110","0","33","23"
"05:39:12.784, 21 kwi 2023","5,0","0,0","524 288 000","433 669 616","10 110","0","33","23"
"05:39:22.784, 21 kwi 2023","5,0","0,0","524 288 000","416 947 960","10 110","0","32","22"
"05:39:32.785, 21 kwi 2023","5,0","0,0","524 288 000","398 362 944","10 110","0","32","22"
"05:39:42.785, 21 kwi 2023","5,0","0,0","524 288 000","450 862 072","10 110","0","32","22"
"05:39:52.786, 21 kwi 2023","5,1","0,0","524 288 000","434 371 384","10 110","0","33","23"
"05:40:02.786, 21 kwi 2023","5,0","0,0","524 288 000","422 193 472","10 110","0","33","23"
"05:40:12.786, 21 kwi 2023","5,0","0,0","524 288 000","412 082 504","10 110","0","33","23"
"05:40:22.786, 21 kwi 2023","5,0","0,0","524 288 000","399 613 192","10 110","0","33","23"
"05:40:32.787, 21 kwi 2023","5,0","0,0","524 288 000","393 653 032","10 110","0","34","24"
"05:40:42.787, 21 kwi 2023","5,0","0,0","524 288 000","448 633 296","10 110","0","34","24"
"05:40:52.788, 21 kwi 2023","5,0","0,0","524 288 000","444 773 040","10 110","0","34","24"
"05:41:02.789, 21 kwi 2023","5,1","0,0","524 288 000","444 664 784","10 110","0","32","22"
"05:41:12.790, 21 kwi 2023","5,0","0,0","524 288 000","440 667 704","10 110","0","32","22"
"05:41:22.790, 21 kwi 2023","5,0","0,0","524 288 000","434 575 512","10 110","0","32","22"
"05:41:32.790, 21 kwi 2023","5,0","0,0","524 288 000","430 421 720","10 110","0","32","22"
"05:41:42.791, 21 kwi 2023","5,0","0,0","524 288 000","430 901 816","10 110","0","33","23"
"05:41:52.792, 21 kwi 2023","5,0","0,0","524 288 000","422 941 680","10 110","0","33","23"
"05:42:02.793, 21 kwi 2023","5,0","0,0","524 288 000","416 712 416","10 110","0","33","23"
"05:42:12.794, 21 kwi 2023","5,1","0,0","524 288 000","425 383 160","10 110","0","32","22"
"05:42:22.795, 21 kwi 2023","5,2","0,0","524 288 000","435 932 048","10 110","0","32","22"
"05:42:32.796, 21 kwi 2023","5,3","0,0","524 288 000","444 618 088","10 110","0","33","23"
"05:42:42.797, 21 kwi 2023","5,3","0,0","524 288 000","411 636 224","10 110","0","76","66"
"05:42:52.797, 21 kwi 2023","5,1","0,0","524 288 000","417 464 848","10 110","0","76","66"
"05:43:02.799, 21 kwi 2023","5,1","0,0","524 288 000","418 430 816","10 110","0","76","66"
"05:43:12.800, 21 kwi 2023","5,1","0,0","524 288 000","427 600 368","10 110","0","39","29"
"05:43:22.800, 21 kwi 2023","5,1","0,0","524 288 000","444 852 000","10 110","0","39","29"
"05:43:32.801, 21 kwi 2023","5,1","0,0","524 288 000","418 135 520","10 110","0","32","22"
"05:43:42.801, 21 kwi 2023","5,0","0,0","524 288 000","426 757 840","10 110","0","32","22"
"05:43:52.802, 21 kwi 2023","5,1","0,0","524 288 000","456 326 616","10 110","0","32","22"
"05:44:02.803, 21 kwi 2023","5,1","0,0","524 288 000","427 335 776","10 110","0","33","23"
"05:44:12.805, 21 kwi 2023","5,1","0,0","524 288 000","446 745 072","10 110","0","34","24"
"05:44:22.805, 21 kwi 2023","5,0","0,0","524 288 000","419 865 424","10 110","0","34","24"
"05:44:32.807, 21 kwi 2023","5,1","0,0","524 288 000","409 715 824","10 110","0","34","24"
"05:44:42.808, 21 kwi 2023","5,0","0,0","524 288 000","439 563 720","10 110","0","34","24"
"05:44:52.808, 21 kwi 2023","5,1","0,0","524 288 000","431 773 440","10 110","0","34","24"
"05:45:02.810, 21 kwi 2023","5,0","0,0","524 288 000","426 140 464","10 110","0","34","24"
"05:45:12.810, 21 kwi 2023","5,1","0,0","524 288 000","429 021 264","10 110","0","34","24"
"05:45:22.810, 21 kwi 2023","5,0","0,0","524 288 000","421 478 088","10 110","0","33","23"
"05:45:32.811, 21 kwi 2023","5,0","0,0","524 288 000","424 180 272","10 110","0","35","25"
"05:45:42.811, 21 kwi 2023","5,1","0,0","524 288 000","445 796 232","10 110","0","35","25"
"05:45:52.813, 21 kwi 2023","5,1","0,0","524 288 000","415 022 344","10 110","0","35","25"
"05:46:02.813, 21 kwi 2023","5,1","0,0","524 288 000","436 635 248","10 110","0","33","23"
"05:46:12.813, 21 kwi 2023","5,1","0,0","524 288 000","453 960 624","10 110","0","33","23"
"05:46:22.815, 21 kwi 2023","5,2","0,0","524 288 000","446 117 088","10 110","0","33","23"
"05:46:32.816, 21 kwi 2023","5,0","0,0","524 288 000","436 243 840","10 110","0","33","23"
"05:46:42.816, 21 kwi 2023","5,1","0,0","524 288 000","440 783 344","10 110","0","33","23"
"05:46:52.817, 21 kwi 2023","5,2","0,0","524 288 000","449 734 704","10 110","0","33","23"
"05:47:02.817, 21 kwi 2023","5,1","0,0","524 288 000","446 129 760","10 110","0","33","23"
"05:47:12.818, 21 kwi 2023","5,0","0,0","524 288 000","448 844 112","10 110","0","33","23"
"05:47:22.820, 21 kwi 2023","5,1","0,0","524 288 000","426 428 976","10 110","0","33","23"
"05:47:32.820, 21 kwi 2023","5,1","0,0","524 288 000","446 117 032","10 110","0","33","23"
"05:47:42.821, 21 kwi 2023","5,0","0,0","524 288 000","423 807 848","10 110","0","33","23"
"05:47:52.823, 21 kwi 2023","5,0","0,0","524 288 000","439 482 216","10 110","0","33","23"
"05:48:02.825, 21 kwi 2023","5,1","0,0","524 288 000","446 639 616","10 110","0","33","23"
"05:48:12.825, 21 kwi 2023","5,1","0,0","524 288 000","451 362 528","10 110","0","33","23"
"05:48:22.826, 21 kwi 2023","5,2","0,0","524 288 000","456 896 496","10 110","0","33","23"
"05:48:32.826, 21 kwi 2023","5,1","0,0","524 288 000","445 090 280","10 110","0","33","23"
"05:48:42.828, 21 kwi 2023","5,0","0,0","524 288 000","439 569 720","10 110","0","33","23"
"05:48:52.828, 21 kwi 2023","5,1","0,0","524 288 000","457 178 128","10 110","0","32","22"
"05:49:02.830, 21 kwi 2023","5,1","0,0","524 288 000","441 595 576","10 110","0","32","22"
"05:49:12.830, 21 kwi 2023","5,1","0,0","524 288 000","451 240 704","10 110","0","32","22"
"05:49:22.831, 21 kwi 2023","5,1","0,0","524 288 000","454 628 608","10 110","0","33","23"
"05:49:32.831, 21 kwi 2023","5,1","0,0","524 288 000","441 370 608","10 110","0","33","23"
"05:49:42.833, 21 kwi 2023","5,1","0,0","524 288 000","434 419 184","10 110","0","33","23"
"05:49:52.833, 21 kwi 2023","5,1","0,0","524 288 000","452 637 072","10 110","0","33","23"
"05:50:02.833, 21 kwi 2023","5,1","0,0","524 288 000","451 983 424","10 110","0","33","23"
"05:50:12.835, 21 kwi 2023","5,1","0,0","524 288 000","445 063 632","10 110","0","32","22"
"05:50:22.836, 21 kwi 2023","5,2","0,0","524 288 000","448 615 040","10 110","0","32","22"
"05:50:32.836, 21 kwi 2023","5,2","0,0","524 288 000","448 343 888","10 110","0","33","23"
"05:50:42.836, 21 kwi 2023","5,1","0,0","524 288 000","456 105 928","10 110","0","33","23"
"05:50:52.837, 21 kwi 2023","5,2","0,0","524 288 000","457 569 904","10 110","0","33","23"
"05:51:02.838, 21 kwi 2023","5,2","0,0","524 288 000","465 453 792","10 110","0","33","23"
"05:51:12.839, 21 kwi 2023","5,2","0,0","524 288 000","457 455 200","10 110","0","36","26"
"05:51:22.840, 21 kwi 2023","5,2","0,0","524 288 000","452 442 448","10 110","0","36","26"
"05:51:32.842, 21 kwi 2023","5,2","0,0","524 288 000","452 003 072","10 110","0","36","26"
"05:51:42.842, 21 kwi 2023","5,1","0,0","524 288 000","461 872 176","10 110","0","34","24"
"05:51:52.843, 21 kwi 2023","5,2","0,0","524 288 000","471 811 544","10 110","0","34","24"
"05:52:02.844, 21 kwi 2023","5,1","0,0","524 288 000","473 248 432","10 110","0","34","24"
"05:52:12.844, 21 kwi 2023","5,2","0,0","524 288 000","464 294 256","10 110","0","33","23"
"05:52:22.846, 21 kwi 2023","5,2","0,0","524 288 000","466 087 656","10 110","0","33","23"
"05:52:32.846, 21 kwi 2023","5,2","0,0","524 288 000","473 934 704","10 110","0","33","23"
"05:52:42.846, 21 kwi 2023","5,1","0,0","524 288 000","481 654 712","10 110","0","33","23"
"05:52:52.846, 21 kwi 2023","5,2","0,0","524 288 000","477 457 056","10 110","0","36","26"
"05:53:02.847, 21 kwi 2023","5,2","0,0","524 288 000","466 476 272","10 110","0","36","26"
"05:53:12.848, 21 kwi 2023","5,2","0,0","524 288 000","478 526 672","10 110","0","36","26"
"05:53:22.849, 21 kwi 2023","5,1","0,0","524 288 000","488 314 272","10 110","0","33","23"
"05:53:32.851, 21 kwi 2023","5,8","0,0","786 432 000","250 518 200","10 100","0","37","27"
"05:53:42.851, 21 kwi 2023","5,1","0,0","786 432 000","454 130 872","10 100","0","37","27"
"05:53:52.853, 21 kwi 2023","5,0","0,0","786 432 000","338 728 120","10 100","0","37","27"
"05:54:02.854, 21 kwi 2023","5,2","0,0","786 432 000","244 693 424","10 100","0","77","67"
"05:54:12.854, 21 kwi 2023","5,1","0,0","786 432 000","599 112 112","10 100","0","77","67"
"05:54:22.855, 21 kwi 2023","5,0","0,0","786 432 000","496 617 784","10 100","0","76","66"
"05:54:32.855, 21 kwi 2023","5,0","0,0","786 432 000","398 592 560","10 100","0","33","23"
"05:54:42.856, 21 kwi 2023","5,0","0,0","786 432 000","294 796 472","10 100","0","33","23"
"05:54:52.858, 21 kwi 2023","5,0","0,0","786 432 000","186 569 720","10 100","0","33","23"
"05:55:02.858, 21 kwi 2023","4,9","0,0","786 432 000","520 016 888","10 100","0","33","23"
"05:55:12.859, 21 kwi 2023","5,0","0,0","786 432 000","403 904 424","10 100","0","33","23"
"05:55:22.859, 21 kwi 2023","4,9","0,0","786 432 000","286 705 144","10 100","0","33","23"
"05:55:32.860, 21 kwi 2023","4,9","0,0","786 432 000","622 249 464","10 100","0","34","24"
"05:55:42.860, 21 kwi 2023","5,0","0,0","786 432 000","502 700 216","10 100","0","35","25"
"05:55:52.862, 21 kwi 2023","5,0","0,0","786 432 000","387 554 072","10 100","0","35","25"
"05:56:02.864, 21 kwi 2023","5,0","0,0","786 432 000","265 979 552","10 100","0","35","25"
"05:56:12.864, 21 kwi 2023","5,0","0,0","786 432 000","609 912 480","10 100","0","33","23"
"05:56:22.866, 21 kwi 2023","5,0","0,0","786 432 000","498 618 296","10 100","0","33","23"
"05:56:32.867, 21 kwi 2023","5,0","0,0","786 432 000","374 710 616","10 100","0","33","23"
"05:56:42.867, 21 kwi 2023","5,0","0,0","786 432 000","251 143 096","10 100","0","33","23"
"05:56:52.869, 21 kwi 2023","5,0","0,0","786 432 000","597 173 176","10 100","0","41","31"
"05:57:02.870, 21 kwi 2023","5,0","0,0","786 432 000","483 077 048","10 100","0","40","30"
"05:57:12.871, 21 kwi 2023","4,9","0,0","786 432 000","370 922 944","10 100","0","40","30"
"05:57:22.871, 21 kwi 2023","5,0","0,0","786 432 000","262 481 832","10 100","0","32","22"
"05:57:32.873, 21 kwi 2023","4,9","0,0","786 432 000","589 637 544","10 100","0","33","23"
"05:57:42.874, 21 kwi 2023","4,9","0,0","786 432 000","463 762 424","10 100","0","33","23"
"05:57:52.874, 21 kwi 2023","5,0","0,0","786 432 000","341 805 752","10 100","0","33","23"
"05:58:02.874, 21 kwi 2023","5,0","0,0","786 432 000","226 675 368","10 100","0","33","23"
"05:58:12.874, 21 kwi 2023","5,0","0,0","786 432 000","572 705 448","10 100","0","34","24"
"05:58:22.874, 21 kwi 2023","5,0","0,0","786 432 000","450 705 952","10 100","0","38","28"
"05:58:32.874, 21 kwi 2023","5,0","0,0","786 432 000","325 547 080","10 100","0","38","28"
"05:58:42.875, 21 kwi 2023","4,9","0,0","786 432 000","194 035 176","10 100","0","38","28"
"05:58:52.876, 21 kwi 2023","5,0","0,0","786 432 000","546 356 712","10 100","0","34","24"
"05:59:02.876, 21 kwi 2023","5,0","0,0","786 432 000","428 942 504","10 100","0","34","24"
"05:59:12.876, 21 kwi 2023","4,9","0,0","786 432 000","304 707 272","10 100","0","34","24"
"05:59:22.878, 21 kwi 2023","4,9","0,0","786 432 000","183 161 568","10 100","0","34","24"
"05:59:32.880, 21 kwi 2023","4,9","0,0","786 432 000","524 997 344","10 100","0","34","24"
"05:59:42.881, 21 kwi 2023","5,0","0,0","786 432 000","417 669 008","10 100","0","34","24"
"05:59:52.882, 21 kwi 2023","5,0","0,0","786 432 000","309 046 280","10 100","0","34","24"
"06:00:02.882, 21 kwi 2023","5,0","0,0","786 432 000","189 250 776","10 100","0","34","24"
"06:00:12.882, 21 kwi 2023","4,9","0,0","786 432 000","533 183 704","10 100","0","34","24"
"06:00:22.883, 21 kwi 2023","5,0","0,0","786 432 000","417 626 616","10 100","0","34","24"
"06:00:32.884, 21 kwi 2023","5,0","0,0","786 432 000","308 786 168","10 100","0","34","24"
"06:00:42.886, 21 kwi 2023","5,0","0,0","786 432 000","193 498 616","10 100","0","34","24"
"06:00:52.886, 21 kwi 2023","5,0","0,0","786 432 000","539 528 696","10 100","0","34","24"
"06:01:02.888, 21 kwi 2023","5,0","0,0","786 432 000","415 743 032","10 100","0","34","24"
"06:01:12.888, 21 kwi 2023","4,9","0,0","786 432 000","294 096 440","10 100","0","34","24"
"06:01:22.890, 21 kwi 2023","5,0","0,0","786 432 000","638 029 368","10 100","0","34","24"
"06:01:32.891, 21 kwi 2023","5,0","0,0","786 432 000","527 031 480","10 100","0","34","24"
"06:01:42.891, 21 kwi 2023","5,0","0,0","786 432 000","413 686 520","10 100","0","34","24"
"06:01:52.891, 21 kwi 2023","5,0","0,0","786 432 000","288 100 440","10 100","0","34","24"
"06:02:02.892, 21 kwi 2023","4,9","0,0","786 432 000","627 839 064","10 100","0","34","24"
"06:02:12.893, 21 kwi 2023","4,9","0,0","786 432 000","506 223 680","10 100","0","34","24"
"06:02:22.895, 21 kwi 2023","5,0","0,0","786 432 000","394 885 288","10 100","0","34","24"
"06:02:32.896, 21 kwi 2023","5,0","0,0","786 432 000","279 447 704","10 100","0","34","24"
"06:02:42.896, 21 kwi 2023","5,0","0,0","786 432 000","621 283 480","10 100","0","34","24"
"06:02:52.896, 21 kwi 2023","5,1","0,0","786 432 000","514 342 416","10 100","0","36","26"
"06:03:02.898, 21 kwi 2023","5,0","0,0","786 432 000","406 111 872","10 100","0","36","26"
"06:03:12.898, 21 kwi 2023","5,0","0,0","786 432 000","284 635 032","10 100","0","36","26"
"06:03:22.899, 21 kwi 2023","5,0","0,0","786 432 000","632 762 264","10 100","0","35","25"
"06:03:32.901, 21 kwi 2023","5,2","0,0","786 432 000","525 799 480","10 100","0","35","25"
"06:03:42.902, 21 kwi 2023","5,0","0,0","786 432 000","412 660 504","10 100","0","34","24"
"06:03:52.903, 21 kwi 2023","5,0","0,0","786 432 000","297 006 008","10 100","0","34","24"
"06:04:02.903, 21 kwi 2023","5,0","0,0","786 432 000","186 028 472","10 100","0","33","23"
"06:04:12.904, 21 kwi 2023","5,0","0,0","786 432 000","529 961 400","10 100","0","34","24"
"06:04:22.905, 21 kwi 2023","5,0","0,0","786 432 000","421 008 256","10 100","0","34","24"
"06:04:32.905, 21 kwi 2023","5,0","0,0","786 432 000","305 680 760","10 100","0","34","24"
"06:04:42.905, 21 kwi 2023","4,9","0,0","786 432 000","645 419 384","10 100","0","33","23"
"06:04:52.906, 21 kwi 2023","5,0","0,0","786 432 000","521 694 544","10 100","0","34","24"
"06:05:02.906, 21 kwi 2023","5,0","0,0","786 432 000","402 371 504","10 100","0","34","24"
"06:05:12.908, 21 kwi 2023","4,9","0,0","786 432 000","282 742 904","10 100","0","34","24"
"06:05:22.908, 21 kwi 2023","4,9","0,0","786 432 000","616 190 072","10 100","0","33","23"
"06:05:32.910, 21 kwi 2023","5,1","0,0","786 432 000","516 075 528","10 100","0","62","52"
"06:05:42.911, 21 kwi 2023","5,0","0,0","786 432 000","401 126 632","10 100","0","62","52"
"06:05:52.912, 21 kwi 2023","5,0","0,0","786 432 000","286 468 408","10 100","0","62","52"
"06:06:02.912, 21 kwi 2023","5,0","0,0","786 432 000","642 984 248","10 100","0","36","26"
"06:06:12.913, 21 kwi 2023","5,0","0,0","786 432 000","529 857 016","10 100","0","36","26"
"06:06:22.914, 21 kwi 2023","4,9","0,0","786 432 000","404 462 024","10 100","0","36","26"
"06:06:32.915, 21 kwi 2023","5,0","0,0","786 432 000","293 206 872","10 100","0","34","24"
"06:06:42.915, 21 kwi 2023","4,9","0,0","786 432 000","630 848 344","10 100","0","34","24"
"06:06:52.916, 21 kwi 2023","5,0","0,0","786 432 000","511 122 592","10 100","0","34","24"
"06:07:02.917, 21 kwi 2023","5,0","0,0","786 432 000","401 831 864","10 100","0","34","24"
"06:07:12.917, 21 kwi 2023","5,0","0,0","786 432 000","282 418 800","10 100","0","33","23"
"06:07:22.917, 21 kwi 2023","5,0","0,0","786 432 000","630 546 032","10 100","0","33","23"
"06:07:32.918, 21 kwi 2023","4,9","0,0","786 432 000","512 917 816","10 100","0","33","23"
"06:07:42.918, 21 kwi 2023","5,0","0,0","786 432 000","382 715 752","10 100","0","33","23"
"06:07:52.920, 21 kwi 2023","5,0","0,0","786 432 000","267 531 256","10 100","0","35","25"
"06:08:02.921, 21 kwi 2023","4,9","0,0","786 432 000","613 561 336","10 100","0","35","25"
"06:08:12.922, 21 kwi 2023","4,9","0,0","786 432 000","494 251 064","10 100","0","35","25"
"06:08:22.923, 21 kwi 2023","4,9","0,0","786 432 000","366 182 008","10 100","0","34","24"
"06:08:32.923, 21 kwi 2023","5,0","0,0","786 432 000","246 869 816","10 100","0","34","24"
"06:08:42.924, 21 kwi 2023","5,0","0,0","786 432 000","588 705 592","10 100","0","34","24"
"06:08:52.924, 21 kwi 2023","4,9","0,0","786 432 000","469 343 768","10 100","0","35","25"
"06:09:02.924, 21 kwi 2023","5,0","0,0","786 432 000","354 078 464","10 100","0","35","25"
"06:09:12.925, 21 kwi 2023","5,0","0,0","786 432 000","234 826 808","10 100","0","35","25"
"06:09:22.925, 21 kwi 2023","5,0","0,0","786 432 000","578 759 736","10 100","0","35","25"
"06:09:32.927, 21 kwi 2023","5,0","0,0","786 432 000","459 377 400","10 100","0","34","24"
"06:09:42.927, 21 kwi 2023","4,9","0,0","786 432 000","331 405 816","10 100","0","34","24"
"06:09:52.927, 21 kwi 2023","5,0","0,0","786 432 000","207 644 344","10 100","0","34","24"
"06:10:02.928, 21 kwi 2023","4,9","0,0","786 432 000","541 091 512","10 100","0","33","23"
"06:10:12.929, 21 kwi 2023","4,9","0,0","786 432 000","423 771 776","10 100","0","33","23"
"06:10:22.930, 21 kwi 2023","5,0","0,0","786 432 000","308 325 112","10 100","0","33","23"
"06:10:32.931, 21 kwi 2023","4,9","0,0","786 432 000","191 002 448","10 100","0","33","23"
"06:10:42.933, 21 kwi 2023","4,9","0,0","786 432 000","539 129 680","10 100","0","34","24"
"06:10:52.933, 21 kwi 2023","4,9","0,0","786 432 000","407 040 336","10 100","0","34","24"
"06:11:02.934, 21 kwi 2023","5,0","0,0","786 432 000","291 722 360","10 100","0","34","24"
"06:11:12.935, 21 kwi 2023","5,0","0,0","786 432 000","639 849 592","10 100","0","34","24"
"06:11:22.936, 21 kwi 2023","5,0","0,0","786 432 000","526 540 360","10 100","0","34","24"
"06:11:32.937, 21 kwi 2023","4,9","0,0","786 432 000","402 832 456","10 100","0","34","24"
"06:11:42.939, 21 kwi 2023","4,9","0,0","786 432 000","277 220 824","10 100","0","35","25"
"06:11:52.941, 21 kwi 2023","4,9","0,0","786 432 000","610 667 992","10 100","0","35","25"
"06:12:02.943, 21 kwi 2023","4,9","0,0","786 432 000","487 246 568","10 100","0","35","25"
"06:12:12.944, 21 kwi 2023","5,0","0,0","786 432 000","367 782 232","10 100","0","33","23"
"06:12:22.945, 21 kwi 2023","5,0","0,0","786 432 000","244 306 424","10 100","0","34","24"
"06:12:32.945, 21 kwi 2023","5,1","0,0","786 432 000","584 045 048","10 100","0","34","24"
"06:12:42.946, 21 kwi 2023","4,9","0,0","786 432 000","460 357 496","10 100","0","34","24"
"06:12:52.946, 21 kwi 2023","5,0","0,0","786 432 000","340 417 016","10 100","0","34","24"
"06:13:02.946, 21 kwi 2023","5,0","0,0","786 432 000","221 203 712","10 100","0","34","24"
"06:13:12.947, 21 kwi 2023","4,9","0,0","786 432 000","554 650 880","10 100","0","34","24"
"06:13:22.948, 21 kwi 2023","4,9","0,0","786 432 000","435 226 232","10 100","0","33","23"
"06:13:32.948, 21 kwi 2023","4,9","0,0","786 432 000","309 512 704","10 100","0","33","23"
"06:13:42.948, 21 kwi 2023","5,0","0,0","786 432 000","190 718 072","10 100","0","37","27"
"06:13:52.948, 21 kwi 2023","5,0","0,0","786 432 000","536 748 152","10 100","0","37","27"
"06:14:02.949, 21 kwi 2023","5,0","0,0","786 432 000","417 515 752","10 100","0","37","27"
"06:14:12.950, 21 kwi 2023","5,0","0,0","786 432 000","310 554 008","10 100","0","34","24"
"06:14:22.950, 21 kwi 2023","5,0","0,0","786 432 000","644 001 176","10 100","0","34","24"
"06:14:32.951, 21 kwi 2023","4,9","0,0","786 432 000","519 919 592","10 100","0","34","24"
"06:14:42.951, 21 kwi 2023","4,9","0,0","786 432 000","398 585 400","10 100","0","34","24"
"06:14:52.952, 21 kwi 2023","5,0","0,0","786 432 000","280 786 592","10 100","0","34","24"
"06:15:02.952, 21 kwi 2023","4,9","0,0","786 432 000","626 816 672","10 100","0","34","24"
"06:15:12.953, 21 kwi 2023","5,0","0,0","786 432 000","507 262 120","10 100","0","33","23"
"06:15:22.954, 21 kwi 2023","4,9","0,0","786 432 000","383 692 280","10 100","0","33","23"
"06:15:32.954, 21 kwi 2023","5,0","0,0","786 432 000","268 413 576","10 100","0","34","24"
"06:15:42.954, 21 kwi 2023","4,9","0,0","786 432 000","603 957 896","10 100","0","34","24"
"06:15:52.955, 21 kwi 2023","5,0","0,0","786 432 000","488 710 200","10 100","0","34","24"
"06:16:02.956, 21 kwi 2023","4,9","0,0","786 432 000","360 599 864","10 100","0","34","24"
"06:16:12.956, 21 kwi 2023","5,0","0,0","786 432 000","260 098 112","10 100","0","34","24"
"06:16:22.957, 21 kwi 2023","5,0","0,0","786 432 000","612 419 648","10 100","0","33","23"
"06:16:32.959, 21 kwi 2023","5,2","0,0","786 432 000","494 813 104","10 100","0","44","34"
"06:16:42.959, 21 kwi 2023","4,9","0,0","786 432 000","376 272 032","10 100","0","44","34"
"06:16:52.961, 21 kwi 2023","4,9","0,0","786 432 000","244 733 648","10 100","0","44","34"
"06:17:02.961, 21 kwi 2023","5,0","0,0","786 432 000","588 666 576","10 100","0","34","24"
"06:17:12.961, 21 kwi 2023","5,0","0,0","786 432 000","477 704 128","10 100","0","34","24"
"06:17:22.961, 21 kwi 2023","4,9","0,0","786 432 000","358 832 320","10 100","0","34","24"
"06:17:32.962, 21 kwi 2023","5,0","0,0","786 432 000","247 817 264","10 100","0","34","24"
"06:17:42.962, 21 kwi 2023","4,9","0,0","786 432 000","589 653 040","10 100","0","34","24"
"06:17:52.962, 21 kwi 2023","5,0","0,0","786 432 000","484 784 320","10 100","0","34","24"
"06:18:02.962, 21 kwi 2023","4,9","0,0","786 432 000","360 898 320","10 100","0","34","24"
"06:18:12.963, 21 kwi 2023","4,9","0,0","786 432 000","234 930 360","10 100","0","34","24"
"06:18:22.964, 21 kwi 2023","5,0","0,0","786 432 000","597 737 656","10 100","0","34","24"
"06:18:32.965, 21 kwi 2023","5,2","0,0","786 432 000","484 800 568","10 100","0","34","24"
"06:18:42.966, 21 kwi 2023","5,1","0,0","786 432 000","367 059 144","10 100","0","34","24"
"06:18:52.967, 21 kwi 2023","5,0","0,0","786 432 000","253 988 760","10 100","0","34","24"
"06:19:02.969, 21 kwi 2023","5,0","0,0","786 432 000","602 115 992","10 100","0","34","24"
"06:19:12.969, 21 kwi 2023","5,0","0,0","786 432 000","486 776 136","10 100","0","34","24"
"06:19:22.970, 21 kwi 2023","5,0","0,0","786 432 000","369 669 200","10 100","0","34","24"
"06:19:32.970, 21 kwi 2023","4,9","0,0","786 432 000","249 883 680","10 100","0","33","23"
"06:19:42.971, 21 kwi 2023","5,0","0,0","786 432 000","589 622 304","10 100","0","34","24"
"06:19:52.971, 21 kwi 2023","5,1","0,0","786 432 000","483 030 576","10 100","0","35","25"
