"Time [ms]","CPU usage [%]","GC activity [%]","Size [B]","Used [B]","Total loaded","Shared loaded","Live","Daemon"
"06:20:02.971, 21 kwi 2023","5,0","0,0","786 432 000","363 860 200","10 100","0","35","25"
"06:20:12.972, 21 kwi 2023","4,9","0,0","786 432 000","239 986 400","10 100","0","35","25"
"06:20:22.973, 21 kwi 2023","5,0","0,0","786 432 000","592 307 936","10 100","0","34","24"
"06:20:32.974, 21 kwi 2023","5,0","0,0","786 432 000","471 209 568","10 100","0","34","24"
"06:20:42.975, 21 kwi 2023","5,0","0,0","786 432 000","356 334 080","10 100","0","34","24"
"06:20:52.975, 21 kwi 2023","5,0","0,0","786 432 000","253 559 888","10 100","0","34","24"
"06:21:02.976, 21 kwi 2023","4,9","0,0","786 432 000","587 007 056","10 100","0","35","25"
"06:21:12.978, 21 kwi 2023","5,0","0,0","786 432 000","473 982 704","10 100","0","35","25"
"06:21:22.978, 21 kwi 2023","5,0","0,0","786 432 000","352 253 216","10 100","0","35","25"
"06:21:32.978, 21 kwi 2023","5,0","0,0","786 432 000","234 775 984","10 100","0","34","24"
"06:21:42.979, 21 kwi 2023","5,0","0,0","786 432 000","574 514 608","10 100","0","34","24"
"06:21:52.979, 21 kwi 2023","4,9","0,0","786 432 000","444 404 144","10 100","0","34","24"
"06:22:02.980, 21 kwi 2023","5,0","0,0","786 432 000","327 114 480","10 100","0","34","24"
"06:22:12.981, 21 kwi 2023","5,0","0,0","786 432 000","214 349 552","10 100","0","36","26"
"06:22:22.981, 21 kwi 2023","4,9","0,0","786 432 000","551 991 024","10 100","0","36","26"
"06:22:32.983, 21 kwi 2023","5,0","0,0","786 432 000","434 804 944","10 100","0","36","26"
"06:22:42.985, 21 kwi 2023","4,9","0,0","786 432 000","309 305 600","10 100","0","34","24"
"06:22:52.987, 21 kwi 2023","5,0","0,0","786 432 000","649 044 224","10 100","0","38","28"
"06:23:02.987, 21 kwi 2023","4,9","0,0","786 432 000","517 442 672","10 100","0","38","28"
"06:23:12.989, 21 kwi 2023","4,9","0,0","786 432 000","400 212 536","10 100","0","38","28"
"06:23:22.990, 21 kwi 2023","5,0","0,0","786 432 000","291 291 616","10 100","0","34","24"
"06:23:32.992, 21 kwi 2023","5,0","0,0","786 432 000","641 516 000","10 100","0","34","24"
"06:23:42.993, 21 kwi 2023","5,0","0,0","786 432 000","523 671 672","10 100","0","34","24"
"06:23:52.994, 21 kwi 2023","5,0","0,0","786 432 000","412 870 512","10 100","0","35","25"
"06:24:02.995, 21 kwi 2023","5,0","0,0","786 432 000","307 836 368","10 100","0","35","25"
"06:24:12.996, 21 kwi 2023","5,0","0,0","786 432 000","655 963 600","10 100","0","35","25"
"06:24:22.997, 21 kwi 2023","5,0","0,0","786 432 000","547 065 688","10 100","0","34","24"
"06:24:32.998, 21 kwi 2023","4,9","0,0","786 432 000","419 151 352","10 100","0","34","24"
"06:24:42.998, 21 kwi 2023","5,0","0,0","786 432 000","305 639 912","10 100","0","33","23"
"06:24:52.998, 21 kwi 2023","5,0","0,0","786 432 000","649 572 840","10 100","0","33","23"
"06:25:02.998, 21 kwi 2023","5,1","0,0","786 432 000","530 014 056","10 100","0","40","30"
"06:25:12.998, 21 kwi 2023","5,0","0,0","786 432 000","408 348 016","10 100","0","40","30"
"06:25:22.999, 21 kwi 2023","4,9","0,0","786 432 000","280 659 488","10 100","0","39","29"
"06:25:33.001, 21 kwi 2023","4,9","0,0","786 432 000","620 398 112","10 100","0","33","23"
"06:25:43.001, 21 kwi 2023","4,9","0,0","786 432 000","500 847 240","10 100","0","34","24"
"06:25:53.003, 21 kwi 2023","4,9","0,0","786 432 000","370 177 512","10 100","0","34","24"
"06:26:03.003, 21 kwi 2023","5,0","0,0","786 432 000","257 041 904","10 100","0","34","24"
"06:26:13.004, 21 kwi 2023","4,9","0,0","786 432 000","596 780 528","10 100","0","34","24"
"06:26:23.004, 21 kwi 2023","5,0","0,0","786 432 000","487 744 552","10 100","0","34","24"
"06:26:33.005, 21 kwi 2023","5,0","0,0","786 432 000","374 531 576","10 100","0","34","24"
"06:26:43.005, 21 kwi 2023","4,9","0,0","786 432 000","254 869 344","10 100","0","34","24"
"06:26:53.006, 21 kwi 2023","4,9","0,0","786 432 000","592 510 816","10 100","0","34","24"
"06:27:03.007, 21 kwi 2023","5,0","0,0","786 432 000","468 942 032","10 100","0","34","24"
"06:27:13.008, 21 kwi 2023","4,9","0,0","786 432 000","345 094 464","10 100","0","33","23"
"06:27:23.010, 21 kwi 2023","5,0","0,0","786 432 000","225 410 672","10 100","0","33","23"
"06:27:33.011, 21 kwi 2023","4,9","0,0","786 432 000","560 954 992","10 100","0","34","24"
"06:27:43.012, 21 kwi 2023","5,0","0,0","786 432 000","443 712 496","10 100","0","34","24"
"06:27:53.013, 21 kwi 2023","5,1","0,0","786 432 000","346 859 856","10 100","0","54","44"
"06:28:03.013, 21 kwi 2023","5,0","0,0","786 432 000","230 445 120","10 100","0","54","44"
"06:28:13.015, 21 kwi 2023","4,9","0,0","786 432 000","563 892 288","10 100","0","54","44"
"06:28:23.015, 21 kwi 2023","5,0","0,0","786 432 000","450 909 744","10 100","0","35","25"
"06:28:33.016, 21 kwi 2023","5,0","0,0","786 432 000","341 389 840","10 100","0","34","24"
"06:28:43.017, 21 kwi 2023","5,1","0,0","786 432 000","230 622 256","10 100","0","34","24"
"06:28:53.017, 21 kwi 2023","4,9","0,0","786 432 000","566 166 576","10 100","0","34","24"
"06:29:03.018, 21 kwi 2023","5,0","0,0","786 432 000","452 135 048","10 100","0","34","24"
"06:29:13.019, 21 kwi 2023","4,9","0,0","786 432 000","322 232 752","10 100","0","34","24"
"06:29:23.019, 21 kwi 2023","5,0","0,0","786 432 000","203 030 720","10 100","0","36","26"
"06:29:33.019, 21 kwi 2023","5,0","0,0","786 432 000","551 157 952","10 100","0","36","26"
"06:29:43.021, 21 kwi 2023","5,0","0,0","786 432 000","435 834 800","10 100","0","37","27"
"06:29:53.022, 21 kwi 2023","5,0","0,0","786 432 000","318 406 368","10 100","0","34","24"
"06:30:03.022, 21 kwi 2023","4,9","0,0","786 432 000","660 242 144","10 100","0","34","24"
"06:30:13.022, 21 kwi 2023","5,0","0,0","786 432 000","551 193 456","10 100","0","35","25"
"06:30:23.023, 21 kwi 2023","5,0","0,0","786 432 000","433 420 976","10 100","0","35","25"
"06:30:33.024, 21 kwi 2023","5,0","0,0","786 432 000","315 668 416","10 100","0","35","25"
"06:30:43.025, 21 kwi 2023","4,9","0,0","786 432 000","657 504 192","10 100","0","34","24"
"06:30:53.026, 21 kwi 2023","4,9","0,0","786 432 000","532 007 888","10 100","0","35","25"
"06:31:03.027, 21 kwi 2023","5,0","0,0","786 432 000","412 148 720","10 100","0","35","25"
"06:31:13.027, 21 kwi 2023","5,1","0,0","786 432 000","297 083 088","10 100","0","35","25"
"06:31:23.027, 21 kwi 2023","5,0","0,0","786 432 000","641 016 016","10 100","0","35","25"
"06:31:33.028, 21 kwi 2023","5,0","0,0","786 432 000","517 128 912","10 100","0","34","24"
"06:31:43.029, 21 kwi 2023","4,9","0,0","786 432 000","385 026 432","10 100","0","33","23"
"06:31:53.029, 21 kwi 2023","5,0","0,0","786 432 000","259 211 520","10 100","0","36","26"
"06:32:03.029, 21 kwi 2023","4,9","0,0","786 432 000","601 047 296","10 100","0","36","26"
"06:32:13.030, 21 kwi 2023","5,0","0,0","786 432 000","486 272 368","10 100","0","36","26"
"06:32:23.030, 21 kwi 2023","5,0","0,0","786 432 000","371 160 936","10 100","0","34","24"
"06:32:33.030, 21 kwi 2023","5,0","0,0","786 432 000","268 531 376","10 100","0","34","24"
"06:32:43.031, 21 kwi 2023","4,9","0,0","786 432 000","604 075 696","10 100","0","34","24"
"06:32:53.032, 21 kwi 2023","5,0","0,0","786 432 000","488 745 904","10 100","0","33","23"
"06:33:03.033, 21 kwi 2023","5,0","0,0","786 432 000","371 190 176","10 100","0","33","23"
"06:33:13.033, 21 kwi 2023","4,9","0,0","786 432 000","239 216 304","10 100","0","34","24"
"06:33:23.035, 21 kwi 2023","5,0","0,0","786 432 000","585 246 384","10 100","0","34","24"
"06:33:33.035, 21 kwi 2023","5,1","0,0","786 432 000","469 917 376","10 100","0","34","24"
"06:33:43.036, 21 kwi 2023","5,0","0,0","786 432 000","339 849 072","10 100","0","34","24"
"06:33:53.036, 21 kwi 2023","5,0","0,0","786 432 000","228 905 216","10 100","0","34","24"
"06:34:03.036, 21 kwi 2023","4,9","0,0","786 432 000","564 449 536","10 100","0","33","23"
"06:34:13.036, 21 kwi 2023","4,9","0,0","786 432 000","434 425 440","10 100","0","34","24"
"06:34:23.037, 21 kwi 2023","5,0","0,0","786 432 000","312 931 336","10 100","0","34","24"
"06:34:33.038, 21 kwi 2023","4,9","0,0","786 432 000","648 475 656","10 100","0","34","24"
"06:34:43.038, 21 kwi 2023","5,1","0,0","786 432 000","539 426 688","10 100","0","33","23"
"06:34:53.039, 21 kwi 2023","5,0","0,0","786 432 000","417 709 616","10 100","0","34","24"
"06:35:03.039, 21 kwi 2023","5,0","0,0","786 432 000","298 262 272","10 100","0","34","24"
"06:35:13.039, 21 kwi 2023","5,0","0,0","786 432 000","646 389 504","10 100","0","34","24"
"06:35:23.040, 21 kwi 2023","4,9","0,0","786 432 000","516 059 120","10 100","0","34","24"
"06:35:33.042, 21 kwi 2023","5,0","0,0","786 432 000","390 466 776","10 100","0","34","24"
"06:35:43.042, 21 kwi 2023","5,0","0,0","786 432 000","258 319 376","10 100","0","34","24"
"06:35:53.042, 21 kwi 2023","5,0","0,0","786 432 000","604 349 456","10 100","0","33","23"
"06:36:03.044, 21 kwi 2023","5,0","0,0","786 432 000","491 247 200","10 100","0","34","24"
"06:36:13.044, 21 kwi 2023","4,9","0,0","786 432 000","363 269 056","10 100","0","34","24"
"06:36:23.045, 21 kwi 2023","5,0","0,0","786 432 000","243 629 808","10 100","0","34","24"
"06:36:33.046, 21 kwi 2023","5,1","0,0","786 432 000","595 951 344","10 100","0","35","25"
"06:36:43.046, 21 kwi 2023","5,0","0,0","786 432 000","487 052 768","10 100","0","35","25"
"06:36:53.048, 21 kwi 2023","5,0","0,0","786 432 000","371 805 424","10 100","0","35","25"
"06:37:03.048, 21 kwi 2023","4,9","0,0","786 432 000","252 252 800","10 100","0","34","24"
"06:37:13.049, 21 kwi 2023","5,0","0,0","786 432 000","606 671 488","10 100","0","33","23"
"06:37:23.049, 21 kwi 2023","5,0","0,0","786 432 000","489 059 920","10 100","0","33","23"
"06:37:33.050, 21 kwi 2023","4,9","0,0","786 432 000","352 681 776","10 100","0","33","23"
"06:37:43.050, 21 kwi 2023","4,9","0,0","786 432 000","229 202 144","10 100","0","35","25"
"06:37:53.051, 21 kwi 2023","5,0","0,0","786 432 000","568 940 768","10 100","0","35","25"
"06:38:03.051, 21 kwi 2023","5,0","0,0","786 432 000","456 028 496","10 100","0","35","25"
"06:38:13.052, 21 kwi 2023","5,0","0,0","786 432 000","343 010 128","10 100","0","34","24"
"06:38:23.052, 21 kwi 2023","5,0","0,0","786 432 000","236 295 544","10 100","0","35","25"
"06:38:33.053, 21 kwi 2023","5,0","0,0","786 432 000","576 034 168","10 100","0","35","25"
"06:38:43.053, 21 kwi 2023","5,1","0,0","786 432 000","483 569 600","10 100","0","77","67"
"06:38:53.053, 21 kwi 2023","5,1","0,0","786 432 000","380 916 400","10 100","0","77","67"
"06:39:03.054, 21 kwi 2023","5,0","0,0","786 432 000","262 597 184","10 100","0","78","68"
"06:39:13.056, 21 kwi 2023","4,9","0,0","786 432 000","602 335 808","10 100","0","45","35"
"06:39:23.057, 21 kwi 2023","5,0","0,0","786 432 000","491 274 656","10 100","0","34","24"
"06:39:33.058, 21 kwi 2023","5,0","0,0","786 432 000","380 926 224","10 100","0","35","25"
"06:39:43.059, 21 kwi 2023","5,0","0,0","786 432 000","260 462 832","10 100","0","35","25"
"06:39:53.060, 21 kwi 2023","5,0","0,0","786 432 000","606 492 912","10 100","0","35","25"
"06:40:03.061, 21 kwi 2023","4,9","0,0","786 432 000","487 123 616","10 100","0","35","25"
"06:40:13.062, 21 kwi 2023","4,9","0,0","786 432 000","365 423 456","10 100","0","35","25"
"06:40:23.062, 21 kwi 2023","4,9","0,0","786 432 000","229 298 760","10 100","0","33","23"
"06:40:33.062, 21 kwi 2023","4,9","0,0","786 432 000","571 134 536","10 100","0","33","23"
"06:40:43.064, 21 kwi 2023","5,0","0,0","786 432 000","455 406 400","10 100","0","33","23"
"06:40:53.065, 21 kwi 2023","5,1","0,0","786 432 000","340 059 616","10 100","0","34","24"
"06:41:03.066, 21 kwi 2023","5,0","0,0","786 432 000","223 064 176","10 100","0","34","24"
"06:41:13.067, 21 kwi 2023","5,0","0,0","786 432 000","566 997 104","10 100","0","34","24"
"06:41:23.067, 21 kwi 2023","5,0","0,0","786 432 000","447 327 648","10 100","0","34","24"
"06:41:33.067, 21 kwi 2023","4,9","0,0","786 432 000","315 231 584","10 100","0","34","24"
"06:41:43.068, 21 kwi 2023","5,0","0,0","786 432 000","661 261 664","10 100","0","34","24"
"06:41:53.068, 21 kwi 2023","5,0","0,0","786 432 000","537 626 512","10 100","0","34","24"
"06:42:03.070, 21 kwi 2023","4,9","0,0","786 432 000","414 082 024","10 100","0","34","24"
"06:42:13.071, 21 kwi 2023","5,0","0,0","786 432 000","296 528 080","10 100","0","34","24"
"06:42:23.071, 21 kwi 2023","4,9","0,0","786 432 000","632 072 400","10 100","0","34","24"
"06:42:33.072, 21 kwi 2023","5,1","0,0","786 432 000","522 997 784","10 100","0","34","24"
"06:42:43.073, 21 kwi 2023","4,9","0,0","786 432 000","396 858 352","10 100","0","34","24"
"06:42:53.073, 21 kwi 2023","5,0","0,0","786 432 000","267 043 312","10 100","0","34","24"
"06:43:03.075, 21 kwi 2023","4,9","0,0","786 432 000","604 684 784","10 100","0","34","24"
"06:43:13.076, 21 kwi 2023","4,9","0,0","786 432 000","474 725 168","10 100","0","34","24"
"06:43:23.077, 21 kwi 2023","5,0","0,0","786 432 000","348 874 464","10 100","0","34","24"
"06:43:33.078, 21 kwi 2023","5,0","0,0","786 432 000","230 104 016","10 100","0","37","27"
"06:43:43.078, 21 kwi 2023","5,0","0,0","786 432 000","584 522 704","10 100","0","37","27"
"06:43:53.079, 21 kwi 2023","5,0","0,0","786 432 000","474 286 320","10 100","0","37","27"
"06:44:03.079, 21 kwi 2023","5,0","0,0","786 432 000","350 809 616","10 100","0","34","24"
"06:44:13.081, 21 kwi 2023","5,0","0,0","786 432 000","219 218 320","10 109","0","34","24"
"06:44:23.083, 21 kwi 2023","4,9","0,0","786 432 000","550 568 336","10 109","0","34","24"
"06:44:33.083, 21 kwi 2023","5,0","0,0","786 432 000","439 478 768","10 109","0","34","24"
"06:44:43.085, 21 kwi 2023","5,0","0,0","786 432 000","311 613 472","10 109","0","34","24"
"06:44:53.087, 21 kwi 2023","5,0","0,0","786 432 000","655 546 400","10 109","0","34","24"
"06:45:03.088, 21 kwi 2023","5,0","0,0","786 432 000","535 873 592","10 109","0","34","24"
"06:45:13.090, 21 kwi 2023","4,9","0,0","786 432 000","408 233 968","10 109","0","34","24"
"06:45:23.091, 21 kwi 2023","5,0","0,0","786 432 000","296 957 632","10 109","0","34","24"
"06:45:33.092, 21 kwi 2023","4,9","0,0","786 432 000","634 599 104","10 109","0","34","24"
"06:45:43.093, 21 kwi 2023","5,0","0,0","786 432 000","515 342 456","10 109","0","34","24"
"06:45:53.093, 21 kwi 2023","5,0","0,0","786 432 000","391 355 872","10 109","0","33","23"
"06:46:03.093, 21 kwi 2023","5,1","0,0","786 432 000","280 385 520","10 109","0","33","23"
"06:46:13.094, 21 kwi 2023","4,9","0,0","786 432 000","618 026 992","10 109","0","33","23"
"06:46:23.095, 21 kwi 2023","4,9","0,0","786 432 000","491 858 000","10 109","0","33","23"
"06:46:33.096, 21 kwi 2023","5,0","0,0","786 432 000","361 702 512","10 109","0","33","23"
"06:46:43.098, 21 kwi 2023","5,0","0,0","786 432 000","246 750 640","10 109","0","33","23"
"06:46:53.098, 21 kwi 2023","5,0","0,0","786 432 000","592 780 720","10 109","0","33","23"
"06:47:03.098, 21 kwi 2023","4,9","0,0","786 432 000","462 547 328","10 109","0","36","26"
"06:47:13.098, 21 kwi 2023","5,0","0,0","786 432 000","351 607 280","10 109","0","38","28"
"06:47:23.099, 21 kwi 2023","5,0","0,0","786 432 000","229 029 816","10 109","0","38","28"
"06:47:33.099, 21 kwi 2023","4,9","0,0","786 432 000","562 476 984","10 109","0","38","28"
"06:47:43.100, 21 kwi 2023","5,0","0,0","786 432 000","441 238 992","10 109","0","36","26"
"06:47:53.101, 21 kwi 2023","5,0","0,0","786 432 000","334 478 552","10 109","0","33","23"
"06:48:03.101, 21 kwi 2023","4,9","0,0","786 432 000","667 925 720","10 109","0","35","25"
"06:48:13.103, 21 kwi 2023","5,0","0,0","786 432 000","557 050 584","10 109","0","35","25"
"06:48:23.104, 21 kwi 2023","4,9","0,0","786 432 000","431 026 104","10 109","0","35","25"
"06:48:33.104, 21 kwi 2023","5,0","0,0","786 432 000","316 076 368","10 109","0","37","27"
"06:48:43.104, 21 kwi 2023","5,1","0,0","786 432 000","662 106 448","10 109","0","37","27"
"06:48:53.106, 21 kwi 2023","5,0","0,0","786 432 000","542 805 672","10 109","0","37","27"
"06:49:03.106, 21 kwi 2023","5,0","0,0","786 432 000","423 448 536","10 109","0","34","24"
"06:49:13.108, 21 kwi 2023","5,0","0,0","786 432 000","307 963 376","10 109","0","34","24"
"06:49:23.108, 21 kwi 2023","4,9","0,0","786 432 000","647 702 000","10 109","0","33","23"
"06:49:33.110, 21 kwi 2023","4,9","0,0","786 432 000","523 793 864","10 109","0","33","23"
"06:49:43.111, 21 kwi 2023","4,9","0,0","786 432 000","395 510 016","10 109","0","33","23"
"06:49:53.113, 21 kwi 2023","5,0","0,0","786 432 000","286 820 512","10 109","0","34","24"
"06:50:03.113, 21 kwi 2023","5,1","0,0","786 432 000","647 530 656","10 109","0","77","67"
"06:50:13.113, 21 kwi 2023","5,0","0,0","786 432 000","536 404 160","10 109","0","77","67"
"06:50:23.114, 21 kwi 2023","5,0","0,0","786 432 000","426 908 544","10 109","0","77","67"
"06:50:33.115, 21 kwi 2023","5,0","0,0","786 432 000","322 662 832","10 109","0","37","27"
"06:50:43.116, 21 kwi 2023","5,0","0,0","786 432 000","662 401 456","10 109","0","37","27"
"06:50:53.116, 21 kwi 2023","5,0","0,0","786 432 000","554 503 976","10 109","0","37","27"
"06:51:03.117, 21 kwi 2023","5,0","0,0","786 432 000","442 903 344","10 109","0","35","25"
"06:51:13.118, 21 kwi 2023","5,6","0,0","786 432 000","335 713 176","10 109","0","35","25"
"06:51:23.118, 21 kwi 2023","5,4","0,0","786 432 000","218 091 504","10 109","0","35","25"
"06:51:33.120, 21 kwi 2023","5,1","0,0","786 432 000","562 024 432","10 109","0","35","25"
"06:51:43.122, 21 kwi 2023","4,9","0,0","786 432 000","446 586 976","10 109","0","34","24"
